Borough,Year,age-group,flow__Barking and Dagenham,flow__Barnet,flow__Bexley,flow__Brent,flow__Bromley,flow__Camden,flow__City of London,flow__Croydon,flow__Ealing,flow__Enfield,flow__Greenwich,flow__Hackney,flow__Hammersmith and Fulham,flow__Haringey,flow__Harrow,flow__Havering,flow__Hillingdon,flow__Hounslow,flow__Islington,flow__Kensington and Chelsea,flow__Kingston upon Thames,flow__Lambeth,flow__Lewisham,flow__Merton,flow__Newham,flow__Redbridge,flow__Richmond upon Thames,flow__Southwark,flow__Sutton,flow__Tower Hamlets,flow__Waltham Forest,flow__Wandsworth,flow__Westminster
Southwark,2005,Age 0-3,3.6094,5.6064,11.5339,11.8713,22.0517,5.4942,3.7366,35.244,10.1161,4.494,29.2697,24.1275,8.0571,17.1089,3.3792,0.5929,0.687,2.1636,10.7297,11.5135,0.1081,139.0454,137.4656,13.2294,20.6258,4.1807,0.2361,,3.5902,18.1057,4.5486,26.1111,7.253
Southwark,2005,Age 11-15,,1.2603,3.7008,,3.7008,2.5156,,22.4472,2.5064,2.5206,17.2704,3.6732,6.2661,1.2603,,,1.2624,,6.289,1.3378,,101.1415,49.9614,1.2322,13.4679,1.2775,,,1.2322,4.8976,3.8325,12.3223,2.6756
Southwark,2005,Age 4-10,1.3086,1.2603,6.168,2.5904,14.8032,3.7734,,26.1883,7.5193,1.2603,39.4752,14.6927,2.5064,10.0821,,1.3086,,,10.0624,5.3512,,185.2231,104.7974,,17.1412,2.555,1.1722,,2.4644,7.3463,8.9425,22.1802,9.3645
Southwark,2006,Age 0-3,6.2085,9.2325,13.2365,13.0993,29.0187,8.0899,0.2257,44.0115,8.2646,10.0156,52.1047,25.8676,15.6731,5.3844,1.0734,1.9469,1.3736,9.9608,18.4597,11.6148,1.998,212.8967,144.3712,9.1395,30.7079,8.5593,1.9203,,6.6413,16.5716,8.4793,32.2588,13.1767
Southwark,2006,Age 11-15,1.2717,1.2572,4.9464,8.8088,13.6026,1.2561,1.256,15.6948,2.4852,2.5144,13.6026,8.7919,8.6982,2.5144,1.2584,3.8151,,2.4852,6.2805,1.3086,3.5604,80.181,54.669,3.6204,6.2799,2.5374,,,3.6204,5.0239,1.2687,9.6545,5.2343
Southwark,2006,Age 4-10,11.4452,2.5144,7.4196,15.1008,17.3124,2.5122,1.256,11.7711,3.7278,3.7716,35.8614,22.6076,9.9408,3.7716,1.2584,2.5434,,1.2426,11.3051,9.16,,154.2879,111.7674,7.2408,7.5359,1.2687,1.1868,,7.2408,10.0479,8.881,15.6884,9.16
Southwark,2007,Age 0-3,6.6721,7.6933,16.0805,5.4678,30.6103,8.6733,2.5337,37.7866,6.9249,6.1392,39.5603,32.8894,5.5013,12.3487,6.0089,2.8487,,4.9207,14.7378,10.7687,2.3734,212.835,172.3527,17.3922,30.6474,5.6319,1.3301,,8.617,15.321,9.407,32.9466,16.5409
Southwark,2007,Age 11-15,5.8639,2.475,2.4028,3.6798,19.2223,2.5306,,12.1984,2.4202,1.2375,10.8126,7.2413,3.6303,1.2375,2.4532,1.1728,,,5.0611,,3.5602,59.685,35.811,4.754,3.6206,2.5232,1.1867,,1.1885,4.8275,2.5232,11.885,6.411
Southwark,2007,Age 4-10,5.8639,,10.8126,17.1724,10.8126,6.3264,,26.8364,4.8405,7.425,28.8333,12.0689,4.8404,6.1875,2.4532,1.1728,,1.2101,10.1222,2.5644,2.3734,118.1763,120.5637,4.754,12.0687,6.308,,,2.377,12.0689,5.0464,11.885,11.5398
Southwark,2008,Age 0-3,3.2429,4.9862,13.935,5.4812,17.4011,7.8166,1.3401,37.3208,7.6441,12.1762,51.312,18.0156,7.8573,7.1204,7.0206,0.5472,5.4303,3.5996,13.0313,9.7755,2.9379,204.2187,174.3741,18.9404,22.0596,8.1907,4.2711,,6.0295,15.5604,11.0491,31.1424,15.9185
Southwark,2008,Age 11-15,2.4112,,1.209,2.3646,8.4628,,,16.2383,1.2517,3.8538,7.2539,3.5367,1.2517,2.5692,,2.4112,3.84,,,2.4773,,75.003,58.3357,3.5817,,3.7353,,,,3.5367,,8.3573,4.9548
Southwark,2008,Age 4-10,6.028,2.5692,9.6719,9.4584,9.6719,6.3885,,27.4802,5.0068,5.1384,30.2241,10.6101,2.5034,6.423,,1.2056,6.4,1.2517,6.3885,3.7161,4.684,163.1017,102.385,10.7451,14.1468,2.4902,2.342,,,7.0734,6.2255,20.2963,22.296
Southwark,2009,Age 0-3,6.306,10.4144,21.6122,10.0214,21.7462,7.9452,0.0751,37.8552,9.3124,10.4271,32.0322,25.4878,1.6709,7.7916,2.5375,0.5533,2.0475,3.9052,14.6855,7.9009,0.3776,193.908,190.3257,9.172,19.1741,3.1416,4.1771,,3.9664,13.3902,10.6056,24.43,12.6833
Southwark,2009,Age 11-15,1.2711,1.348,4.932,2.5362,6.165,2.5736,1.2442,14.8575,1.3974,2.696,17.2623,4.9768,,4.044,,,1.2451,2.7948,1.2868,4.0068,1.2281,70.6614,52.3869,3.594,6.2211,2.4746,,,4.7921,1.2442,,5.9901,9.3492
Southwark,2009,Age 4-10,2.5422,5.392,16.0291,7.6086,20.9612,6.434,,30.9534,1.3974,5.392,33.2914,9.9537,,8.088,,3.8133,2.4902,4.1922,9.0076,1.3356,,163.2523,84.0627,8.3861,11.1981,2.4746,,,1.198,9.9539,6.1865,21.5646,10.6847
Southwark,2010,Age 0-3,9.1454,11.3991,14.7032,8.4354,30.0815,19.3052,1.3583,50.7787,15.5891,9.7781,33.3212,16.6009,7.2961,10.2023,1.3795,5.136,0.4684,4.217,12.9218,6.1342,0.3621,251.3266,230.2875,11.8183,24.1405,5.4997,4.0635,,2.376,20.9363,10.4782,20.5103,25.6864
Southwark,2010,Age 11-15,1.381,1.2775,9.8602,2.522,9.8602,3.8103,1.2131,10.9532,,3.8325,8.6277,6.0654,2.7442,,,,,,8.8908,2.7398,,52.399,64.5849,2.4418,2.4262,3.8232,1.227,,,1.2131,2.5488,13.4296,1.3699
Southwark,2010,Age 4-10,1.381,2.555,1.2325,3.783,14.7902,3.8103,,23.1235,8.2326,1.2775,16.023,9.7046,9.6045,10.2202,2.522,2.762,1.2974,2.7442,7.6207,1.3699,,160.8531,136.4812,2.4418,10.9176,7.6465,1.227,,,8.4917,12.7443,10.9879,12.3291
Southwark,2011,Age 0-3,5.4626,9.3753,20.1655,5.6927,32.949,11.8653,3.6927,42.6582,6.3874,8.6524,48.1118,28.0819,7.9813,16.97,2.1885,3.2214,0.8441,4.5746,27.9869,9.0821,2.681,205.0344,177.8633,25.1699,21.1726,4.1521,0.2862,,5.5863,22.8035,10.2045,39.7432,14.9302
Southwark,2011,Age 11-15,3.5154,,4.8976,2.5308,7.3462,1.2428,2.3338,12.089,1.2422,2.5532,7.3463,3.5007,,3.8298,,4.6872,1.4683,1.2422,,3.8677,1.2045,61.4304,61.4304,2.3757,2.3338,4.874,,,2.3757,3.5007,,3.5637,5.1568
Southwark,2011,Age 4-10,5.859,5.1064,8.5706,6.327,23.2629,1.2428,,19.3423,2.4844,5.1064,30.6092,16.337,1.2422,11.4894,,2.3436,4.4049,1.2422,4.9713,3.8676,2.409,139.3997,132.3118,2.3758,16.337,3.6556,,,1.1879,3.5007,1.2185,17.818,5.1568
Southwark,2012,Age 0-3,10.4171,4.8424,7.19,7.3413,34.5496,21.2069,1.7435,25.4725,7.2543,7.2982,20.3873,23.034,10.5613,8.9502,4.6212,,,6.7791,26.423,14.7798,1.607,164.9952,124.8162,12.5431,26.9109,10.8852,,,5.9423,20.2245,5.9771,22.8165,6.9642
Southwark,2012,Age 11-15,3.7584,5.16,12.496,2.5952,8.7472,6.4644,2.5324,13.9621,1.2608,1.29,13.7456,3.7986,3.7824,3.87,2.5952,,,1.2608,1.2929,5.1808,1.2549,79.1532,50.256,6.25,5.0648,1.2573,,,1.25,2.5324,1.2573,12.5,2.5904
Southwark,2012,Age 4-10,6.264,6.45,21.2432,2.5952,23.7424,9.0501,1.2662,31.7317,2.5216,3.87,21.2432,6.331,2.5216,2.58,,1.2528,2.5636,5.0431,9.0501,3.8856,1.2549,165.8447,130.6656,5,10.1296,2.5146,,,6.25,16.4606,6.2867,15,6.476
Southwark,2013,Age 0-3,6.0736,6.2735,6.9286,15.7139,10.982,13.138,,24.3101,8.4852,5.5674,26.6441,24.424,12.7698,11.5117,6.421,,3.0703,4.247,25.2875,2.3759,1.191,178.0466,123.7596,4.3185,25.1573,13.5294,1.1945,,3.6884,13.3277,10.0237,33.3368,14.4618
Southwark,2013,Age 11-15,3.5969,1.2297,3.6248,1.2476,9.7434,3.6642,,8.4096,1.2094,8.6501,4.847,4.788,3.5987,3.6211,1.2257,1.1708,,2.3837,4.863,,,67.2225,54.2559,1.21,1.1767,2.3843,1.1824,,,2.3848,2.3645,3.6088,3.5597
Southwark,2013,Age 4-10,10.6981,1.2178,1.2057,9.8407,16.8504,4.857,,28.939,1.1904,3.6736,25.3667,13.1187,2.4271,6.0903,3.7061,,2.423,2.4209,6.0462,1.193,,157.9734,126.7747,4.7799,11.9198,1.179,1.1867,,2.3901,7.1798,7.1647,14.3996,8.2515
Southwark,2014,Age 0-3,6.5967,1.2145,17.1238,12.364,18.1847,12.2514,,44.5168,9.3768,2.4106,40.8238,17.1035,5.9427,7.7852,2.4202,1.748,,1.7289,12.7872,5.5386,,159.4028,124.2779,13.6883,9.6578,11.055,3.0328,,,23.1998,1.2154,36.6496,11.2093
Southwark,2014,Age 11-15,6.0603,3.5846,3.6813,2.4145,8.5464,2.4403,,18.0592,1.1782,2.4556,14.5278,6.0974,3.5142,3.5622,1.2034,1.2019,,,,5.0598,,69.2387,44.9623,3.526,3.6198,2.4268,,,,3.655,1.2235,5.9149,11.1355
Southwark,2014,Age 4-10,8.3749,2.3969,10.8718,2.4108,10.9179,,,27.6364,5.9357,4.8117,20.5353,17.0058,2.3981,8.4151,3.6614,2.3969,1.2031,,4.8766,1.263,1.1822,159.3508,116.5028,8.2659,14.6271,4.8801,,,1.185,12.1667,3.656,21.2746,13.7367
Southwark,2015,Age 0-3,2.4182,2.4335,14.31,9.2547,22.9601,6.3888,,38.8515,12.6882,6.2765,14.8604,10.5103,7.7393,7.0934,,3.894,1.2159,1.188,20.9286,6.3379,4.7663,159.0835,145.1424,11.928,23.4936,4.8772,6.1774,,,11.7413,13.6746,22.8828,17.8803
Southwark,2015,Age 11-15,2.4352,2.4232,2.4179,4.8524,4.7642,2.4432,1.9834,10.8302,3.5728,2.439,12.1102,1.2072,3.5655,2.4518,2.3983,,2.4057,,6.1674,1.2829,,77.3219,60.7066,8.2315,3.6086,1.2126,,,,2.4103,4.7661,9.4284,8.7842
Southwark,2015,Age 4-10,9.7023,3.6641,9.6885,7.2291,19.3077,11.122,4.3969,35.1165,5.946,6.1431,20.6334,14.5509,10.6966,7.3557,3.6145,,4.8314,,9.8663,1.2464,2.4195,165.2478,126.457,5.9006,7.2792,2.3912,2.3815,,1.175,20.6874,3.5964,16.6184,10.0528
Southwark,2016,Age 0-3,2.0465,3.5829,12.7825,5.9406,17.2122,25.3782,1.136,31.443,5.4869,3.2193,26.0038,27.013,8.202,7.1558,3.5334,1.2069,6.4754,,12.9215,4.5734,1.1965,149.4716,136.9546,7.0715,22.5528,5.9755,2.832,,10.6005,23.3449,4.7297,27.2426,19.1767
Southwark,2016,Age 11-15,1.2065,2.4025,5.9477,1.1695,8.351,2.4771,1.271,10.7929,2.3135,2.3919,15.4907,,1.1373,4.7803,1.1855,,1.2008,,3.7138,3.6729,1.2164,87.2096,47.7077,2.2858,5.957,,2.4048,,1.1742,8.3953,1.1837,3.5327,2.44
Southwark,2016,Age 4-10,6.0247,1.1995,7.1508,3.5122,26.294,6.2539,0.9923,32.2995,4.6299,10.7409,32.1762,8.3722,4.6178,11.9677,2.3532,4.8424,7.1589,5.8009,4.9649,6.2174,3.611,186.1948,148.3776,6.9749,13.1693,1.1756,3.6089,,3.4687,15.5564,4.7142,11.6488,14.8486
Sutton,2002,Age 0-3,,6.7046,5.5352,2.5275,5.0092,1.9229,0.038,80.4228,6.2991,2.963,2.5946,6.5726,6.7305,4.2479,2.028,,2.4828,4.9781,3.0656,8.9922,28.4993,42.2193,9.6073,111.9833,4.5302,1.6703,7.437,7.0098,,3.5919,2.8944,64.1605,12.7644
Sutton,2002,Age 11-15,1.1545,,,2.4582,2.3166,1.2215,,55.4446,2.4906,,2.3166,,2.4906,,,,,,1.2215,3.6099,31.9186,23.1832,6.1009,83.9768,2.495,3.7034,,7.3211,,,,43.1547,
Sutton,2002,Age 4-10,,2.6384,6.9498,7.3746,6.9498,3.6646,,96.7329,1.2453,1.3192,1.1583,2.495,11.2078,3.9576,1.2291,,,8.7171,2.443,4.8132,33.1461,23.1832,4.8808,179.6174,4.99,4.9379,2.4552,6.1009,,,2.469,72.3134,2.4066
Sutton,2003,Age 0-3,0.3919,1.8039,0.275,2.1368,9.9423,4.719,0.0276,77.3573,10.0141,7.7877,0.418,1.3952,6.7161,3.0082,4.4549,0.2777,0.2302,5.5354,4.7755,6.8876,19.8869,25.3187,8.2437,128.5305,7.7082,2.6467,6.1673,10.706,,0.8488,2.672,53.7407,3.5572
Sutton,2003,Age 11-15,1.1296,3.6,2.3868,6.304,3.5802,,,67.8129,2.405,1.2,1.1934,,,1.2,1.2608,1.1296,,1.2025,,2.4498,17.562,13.5761,8.6393,124.5688,3.6275,,1.1708,9.8734,,1.2092,,31.4334,2.4498
Sutton,2003,Age 4-10,3.3889,3.6,,10.0864,3.5802,3.7628,,106.5631,4.81,6,,1.2092,2.405,4.8,5.0432,,3.6066,3.6075,3.7629,1.2249,35.124,25.9176,7.4051,167.6438,9.6736,2.4396,2.3416,11.1078,,1.2092,1.2198,57.0458,
Sutton,2004,Age 0-3,0.3609,3.375,0.5721,1.0798,7.1324,3.6353,0.0405,72.6566,8.2629,2.086,5.6602,2.5316,7.2788,3.5065,0.5081,1.3818,3.4645,9.5828,5.0702,3.85,14.5894,23.7777,13.3793,122.8818,3.2496,3.044,5.9544,13.4094,,3.628,1.8101,48.0318,4.8844
Sutton,2004,Age 11-15,,2.444,1.191,1.2175,2.382,3.7416,1.2422,68.0368,1.2031,,1.191,,6.0156,1.222,,,,,,1.2269,9.4208,18.48,2.464,111.9371,2.4844,,1.1776,8.624,,1.2422,1.2181,29.15,2.4538
Sutton,2004,Age 4-10,,6.11,2.382,6.0873,3.573,2.4944,,106.7472,4.8124,3.666,1.191,1.2422,4.8124,1.222,1.2175,,,2.4062,1.2472,,30.6179,41.888,7.392,179.5659,9.9376,1.2181,2.3552,16.016,,2.4844,3.6543,43.1422,1.2269
Sutton,2005,Age 0-3,0.433,2.0182,0.6042,1.7269,4.5905,4.9388,0.0229,66.8025,14.9985,0.8483,2.3848,2.5935,13.2531,3.2991,4.6393,1.4624,2.9584,8.1344,1.3801,7.7838,20.9418,44.9024,13.5218,125.8987,4.1787,1.9755,7.1961,21.0268,,5.7325,1.0812,63.6599,6.7595
Sutton,2005,Age 11-15,,1.2155,2.422,,6.0552,2.4734,,60.9984,4.7437,,2.422,1.1547,5.9296,2.431,1.2463,,2.3464,,,1.2334,11.7738,17.922,8.3636,98.1934,1.1547,2.3362,,7.1688,,,2.3362,45.5898,
Sutton,2005,Age 4-10,1.1938,3.6465,7.2661,1.2463,7.2661,,,94.8864,5.9295,1.2155,1.211,2.3094,4.7436,6.0775,6.2315,,1.1732,2.3718,2.4734,,31.7888,40.6232,15.5324,156.6419,3.4641,,2.3548,15.5324,,,1.1681,61.9554,3.7002
Sutton,2006,Age 0-3,4.1781,2.5305,0.622,3.7942,9.369,3.3812,0.0687,83.0632,10.0632,2.3555,3.6901,2.8468,15.3803,6.2775,5.5833,1.5183,1.4531,5.3073,3.5367,9.0721,38.8252,49.2365,25.3043,122.5971,7.1801,3.2173,3.0005,18.8445,,3.7558,1.8882,79.0074,11.7646
Sutton,2006,Age 11-15,,1.2521,1.1741,,4.6964,,1.1953,90.9053,1.1976,,2.3482,,5.9881,1.2521,1.173,,,1.1976,2.5076,3.8013,19.6144,30.0901,4.8144,93.7339,4.7812,2.5498,1.2259,9.6288,,,3.8248,35.1501,
Sutton,2006,Age 4-10,1.2266,6.2605,1.1741,2.346,9.393,,1.1953,139.2347,4.7904,1.2521,2.3482,,5.9882,,5.865,1.2266,4.7384,8.3832,6.269,3.8013,45.3585,45.737,10.8324,160.5189,7.1718,1.2749,,12.036,,2.3906,1.2749,89.0471,1.2671
Sutton,2007,Age 0-3,1.3446,7.9612,0.8954,6.0986,8.3788,5.5836,0.0395,96.3342,12.0507,2.9071,5.2739,1.645,12.2315,7.7633,3.901,0.0815,4.2756,10.8465,2.9027,5.0379,23.182,26.5492,14.4335,214.295,4.9034,4.1655,14.3393,21.3569,,5.0721,0.474,66.6358,9.2029
Sutton,2007,Age 11-15,,3.6405,,2.4024,1.1479,1.2514,,70.4263,1.1727,,1.1479,2.4416,2.3454,1.2135,2.4025,,,3.5181,,,28.9775,23.0109,4.8444,131.3708,,,3.4773,16.9554,,1.2208,2.4646,41.8526,2.4758
Sutton,2007,Age 4-10,3.6087,4.854,2.2958,6.006,4.5916,2.5028,,129.1151,3.5181,1.2135,,,2.3454,,2.4024,1.2029,,5.8635,1.2514,1.2379,25.5002,43.5996,10.8999,227.8645,12.2082,3.6969,6.9546,16.9554,,2.4416,2.4646,69.7544,
Sutton,2008,Age 0-3,1.3061,5.0715,1.7536,4.1213,7.7181,2.5814,0.0553,64.7751,11.315,4.8435,3.6668,2.8893,6.8438,2.2088,6.9137,0.1802,0.6834,10.7662,2.5452,4.43,33.9653,35.0641,13.2005,191.7261,9.3347,3.5458,10.0899,18.875,,2.454,3.6236,83.0925,11.6022
Sutton,2008,Age 11-15,1.0175,,2.2858,,1.9225,1.2642,,77.473,,1.3358,,,8.5283,,2.3492,,1.1585,4.8733,,,16.0884,20.1609,,104.3248,1.1752,,3.4476,13.045,,2.3504,1.2798,54.4808,2.4014
Sutton,2008,Age 4-10,4.0701,1.3358,2.2858,3.5238,8.0003,1.2642,,104.0683,3.6549,2.6716,3.4287,2.3504,2.4366,1.3358,10.5714,1.0175,4.634,4.8733,1.2642,,36.7735,37.9498,4.7436,170.397,5.8759,1.2798,4.5968,13.0452,,3.5256,6.399,61.4357,1.2007
Sutton,2009,Age 0-3,2.8221,2.1709,2.1362,3.6818,9.7934,3.1019,1.2759,95.4585,15.7832,3.4493,3.0467,4.2109,10.4816,2.1952,2.5561,1.4213,2.865,7.4499,1.8422,8.357,22.1098,36.1811,16.7952,163.9661,8.0404,5.8762,10.1902,16.6011,,7.3637,0.8324,79.4676,7.1956
Sutton,2009,Age 11-15,,2.5674,1.2022,,1.2022,,,69.6953,,,1.2022,,1.3874,1.2837,5.2475,,3.6354,4.1622,,1.2814,16.3986,14.5775,7.2888,104.0012,2.4678,1.2656,,4.8592,,,1.2656,27.4946,1.2814
Sutton,2009,Age 4-10,2.4672,5.1348,8.4153,,2.4044,,,94.9299,6.937,3.8511,1.2022,,9.7117,1.2837,2.6238,1.2336,3.6354,5.5496,2.5588,2.5628,31.6261,37.6584,7.2888,178.1172,3.7017,6.3281,1.1713,8.5036,,3.7017,1.2656,51.4029,2.5628
Sutton,2010,Age 0-3,1.8651,7.5817,1.9205,4.5416,9.8408,2.0157,0.0577,100.2392,4.6951,6.1527,6.421,7.8746,10.2246,2.6685,2.503,0.2702,1.8863,11.6685,6.9504,4.862,31.4596,40.6045,17.7189,154.4896,5.766,5.9666,6.7236,21.2807,,5.1576,9.5627,88.6236,10.4786
Sutton,2010,Age 11-15,,1.2429,,1.2061,1.1794,,,73.2,3.8139,2.4858,,,5.0853,,2.4122,,1.2404,2.5426,2.4821,1.2623,21.456,15.5406,3.5862,86.9702,2.4062,2.4482,,4.7817,,3.6093,,40.5065,
Sutton,2010,Age 4-10,1.3209,1.2429,3.5382,2.4122,8.2556,,,98.4,2.5426,2.4858,2.3588,,7.6278,6.2145,2.4122,,1.2404,15.2558,4.964,,27.416,28.6904,5.977,185.854,8.4219,2.4482,5.96,21.5178,,3.6093,7.3446,54.803,2.5246
Sutton,2011,Age 0-3,2.9667,4.5927,0.6509,4.1588,5.9993,5.4112,0.0478,79.4411,10.6087,6.807,6.0297,3.9189,10.1503,5.7728,3.648,0.3368,2.867,10.6282,4.1921,3.1738,34.549,31.4367,18.3737,179.8262,4.9075,3.0806,4.715,17.3675,,7.3024,4.1825,84.9409,8.8228
Sutton,2011,Age 11-15,2.1636,2.4242,,,1.1838,,,55.3324,2.3292,1.2121,,,1.1646,1.2121,1.2484,,2.4952,4.6584,,,20.8056,10.3715,2.3048,74.66,1.1785,,1.1559,4.6096,,1.1785,2.2472,24.1207,3.6072
Sutton,2011,Age 4-10,7.5724,2.4242,,2.4968,3.5514,1.2044,,105.853,2.3292,7.2726,1.1838,1.1785,12.8106,3.6363,2.4968,,4.9905,5.823,1.2044,,27.7407,38.0288,13.8288,155.0632,2.357,1.1236,,6.9144,,1.1785,3.3708,58.5793,4.8097
Sutton,2012,Age 0-3,,1.2609,,9.9582,14.4244,3.7824,1.2379,120.7513,8.55,2.5218,4.017,2.8396,8.937,1.2609,10.0724,,4.0755,10.5887,2.5216,1.6304,46.8633,47.6544,13.0947,161.3445,3.7137,1.2192,8.7763,25.2021,,4.5274,2.0206,55.778,2.5203
Sutton,2012,Age 11-15,,,1.2119,,3.6357,1.2608,,61.265,,2.5218,,,2.46,,1.2635,1.206,,2.46,,2.5202,23.016,19.6594,3.6861,88.8454,2.4758,,,4.9148,,,1.2192,32.8607,2.5202
Sutton,2012,Age 4-10,2.412,2.5218,2.4238,10.1079,10.9071,5.0432,2.4758,116.4035,3.69,1.2609,3.6357,2.4758,,3.7827,10.108,3.618,3.7119,7.3802,2.5216,3.7803,31.4958,31.9465,4.9148,183.7761,8.6653,4.8768,,8.6009,,3.7137,3.6577,46.2481,6.3005
Sutton,2013,Age 0-3,2.737,2.8382,2.3617,2.8686,8.112,2.9913,,111.0341,6.4535,,1.1848,1.1699,8.6308,7.4992,3.6141,6.0569,5.1339,5.2895,,1.5687,56.3832,37.0815,21.0888,190.9717,4.6938,3.9474,8.7044,8.749,,4.6617,2.3291,81.463,6.3274
Sutton,2013,Age 11-15,1.1739,,1.1921,1.2029,2.3649,,,50.4036,2.335,2.3742,,,1.2036,,1.1992,,1.1791,2.3707,1.205,,35.9469,15.3575,2.3864,96.1236,1.1773,1.1668,3.4842,2.3775,,4.6995,2.314,18.7771,3.4716
Sutton,2013,Age 4-10,3.4302,6.001,2.3547,9.6461,5.9103,1.1849,,134.6725,8.2145,1.1956,,2.3259,4.644,3.5996,4.8082,2.2933,9.3936,3.4971,,2.2677,44.9492,27.2923,5.9439,184.7325,,6.9853,2.3112,8.3017,,1.1647,2.3306,51.7333,5.7433
Sutton,2014,Age 0-3,2.2886,5.4827,,6.3348,13.1606,4.3732,,134.2911,12.7101,2.8316,7.0252,6.9286,5.0774,13.4871,5.1563,3.4364,5.0705,11.0938,2.0111,3.5975,49.9707,55.2847,11.492,175.1383,10.9868,13.8747,16.2309,11.4684,,7.6043,4.6995,88.7389,7.8594
Sutton,2014,Age 11-15,,3.4675,,,3.4953,2.3581,,70.9373,4.6139,1.1522,2.3276,,2.2512,2.2856,6.9287,,2.3235,4.569,2.3318,1.1736,27.0014,9.3827,4.6843,72.7655,2.3624,,1.1411,,,1.1827,1.1496,26.2057,1.2199
Sutton,2014,Age 4-10,5.7415,7.013,1.1684,3.4999,24.5449,3.5109,,133.2661,4.5825,1.1608,4.6909,3.5585,5.7735,2.3332,7.001,1.1478,4.5643,8.021,1.182,,33.8578,40.3331,4.728,196.7439,13.0352,2.3357,1.1447,9.4834,,9.474,2.3366,56.0392,8.4252
Sutton,2015,Age 0-3,1.1562,11.4069,5.338,2.3083,5.2571,1.1902,,126.0804,12.1053,8.9673,8.9748,4.1396,,7.8609,9.0062,,5.9858,19.1167,,,40.6773,42.4023,13.1392,174.1436,16.1738,7.5718,7.4636,18.6694,,12.5936,5.7941,73.8402,7.8478
Sutton,2015,Age 11-15,,4.7466,,3.4655,4.6713,,,83.0096,2.3095,,,,8.0264,1.1906,3.4525,1.1492,,9.0983,,,14.9135,8.2808,1.1782,120.0804,5.8867,2.2816,1.1307,,,3.5204,,19.2442,
Sutton,2015,Age 4-10,4.6473,5.9201,3.5273,3.4827,5.8288,1.1861,,119.982,3.424,2.3627,2.315,3.5125,8.0098,5.9137,12.7257,4.6267,5.7421,16.0534,1.2086,2.4152,40.1158,25.9896,9.434,205.7364,16.5106,9.1851,2.2721,11.7806,,5.9005,3.4398,56.8709,7.255
Sutton,2016,Age 0-3,4.2342,23.0947,5.2043,3.0204,14.9523,6.426,,113.8038,7.8878,10.0671,5.3535,1.9389,6.9662,5.9993,6.0498,2.8943,4.5728,5.0857,1.8222,3.1888,31.0459,30.5107,16.1195,174.8576,16.1661,14.6599,5.7733,13.0015,,12.2653,1.137,82.7995,5.5981
Sutton,2016,Age 11-15,2.3109,3.5038,2.2654,,3.4168,1.1888,,72.0197,4.5165,1.1726,1.1701,1.156,2.22,,2.2758,,,8.9741,1.2236,,31.0136,16.2562,3.5212,105.5207,2.2806,2.2718,3.4259,4.6431,,,,32.5775,2.4342
Sutton,2016,Age 4-10,3.4546,8.1021,,9.0253,6.9243,1.2071,,164.2423,3.3713,8.1125,3.4358,,6.7545,3.4797,9.0445,1.1477,3.4455,21.2645,6.0541,2.3711,41.4827,64.9988,26.7034,217.8677,11.6129,7.9849,10.3357,16.2763,,12.8336,5.68,73.0131,3.576
Tower Hamlets,2002,Age 0-3,13.0087,7.6299,3.2653,7.732,1.3052,13.3711,1.2225,2.7495,2.5337,16.0331,3.7232,39.1247,0.7079,24.9389,1.5234,4.0266,0.9214,0.8972,15.9755,8.3672,0.2534,12.6918,6.042,1.7474,78.2536,17.6037,0.2503,14.9496,0.3676,,30.106,2.0422,5.8063
Tower Hamlets,2002,Age 11-15,6.7725,,,,,5.2648,,,,6.5796,3.7488,18.337,,3.9477,,,,1.3158,1.3162,1.211,,1.2494,1.2494,,37.8962,6.264,1.2222,1.2494,,,7.5168,1.2118,2.422
Tower Hamlets,2002,Age 4-10,18.9626,3.9477,1.2496,,,2.6323,1.2225,,3.9474,5.2636,11.2464,46.4536,3.9474,5.2636,,,,,10.5294,3.633,,9.9953,7.4965,1.2118,70.9028,16.2864,,8.7459,,,17.5392,,4.8441
Tower Hamlets,2003,Age 0-3,15.0073,4.8054,0.7245,2.7881,1.0811,19.6262,7.4445,2.8027,5.2202,25.3861,2.4071,56.0034,3.4906,20.2908,4.7886,1.9917,,4.8302,19.5048,7.2942,,8.2717,4.9292,0.3303,88.1564,26.9225,,8.1325,0.2535,,31.7118,1.9011,6.2186
Tower Hamlets,2003,Age 11-15,11.9763,,1.3116,,1.3116,6.3535,,,1.33,4.1211,2.6232,16.0866,5.3198,6.8685,,,,,1.2707,1.3139,,2.6466,1.3233,,68.0586,26.98,,3.9699,,,10.2782,1.271,1.3139
Tower Hamlets,2003,Age 4-10,10.6456,1.3737,,,,6.3535,,2.7546,3.9899,16.4841,3.9348,34.6481,3.99,20.6051,1.3188,,,1.33,6.3535,,,9.2634,1.3233,1.271,129.93,34.6888,,11.9099,,,37.2582,3.8129,5.2555
Tower Hamlets,2004,Age 0-3,27.0321,7.0371,0.9561,7.406,1.9489,10.2296,2.4838,1.6284,9.7474,37.0596,6.5722,56.913,2.696,31.9873,1.6518,4.1006,1.9757,5.3231,20.6136,4.0647,2.6669,8.535,7.4413,4.3908,123.7615,23.7351,0.2883,17.0653,0.5131,,33.977,3.7877,12.8524
