Borough,Year,Code, Total electors, Attainers
Westminster,2008,00BK,141643.0,498.0
Westminster,2009,00BK,142983.0,510.0
Westminster,2010,E09000033,146536.0,659.0
Westminster,2011,E09000033,144073.0,673.0
Westminster,2012,E09000033,141749.0,605.0
Westminster,2013,E09000033,138200.0,548.0
Westminster,2014,E09000033,127407.0,378.0
Westminster,2015,E09000033,129728.0,439.0
Westminster,2016,E09000033,137354.0,569.0
Westminster,2017,E09000033,138696.0,583.0
Westminster,2018,E09000033,134774.0,508.0
Westminster,2019,E09000033,139180.0,622.0
