Borough,Year,All recorded offences,Burglary,Criminal Damage,Drugs,Fraud or Forgery,Mid-year estimates,Other Notifiable Offences,Robbery,Sexual Offences,Theft and Handling,Violence Against the Person
Barnet,2004,117.0352430936325,12.495250569159436,14.487694726664465,2.4959610531225773,11.482038656505717,323723.0,0.9174510306651056,3.740852518974556,1.1707540088285355,48.05651745473754,22.188723074974593
Barnet,2005,106.46300768453415,13.32046980378029,13.463963290091927,2.2897896751857014,6.118318012096196,327541.0,0.6594594264534822,3.7430428557035613,0.9433933461765092,46.40640408376356,19.518167191282927
Barnet,2006,90.44712682247032,11.801657189669926,11.937690635759866,3.068309950695433,6.275676312949478,330801.0,0.8524762621636574,3.213412293191375,0.9099126060683008,35.72540590868831,16.66258566328397
Barnet,2007,79.57603251731439,12.241777342408394,10.019800679136416,3.858593882993815,2.9088780511114365,334837.0,0.8840122208716479,2.8581070789667815,0.8033759709948423,30.352081759184323,15.649405531646742
Barnet,2008,77.75078711838025,11.078617501739329,8.74084643231961,3.897267785337783,4.339469122554626,339212.0,0.99053099536573,2.6296239519828313,0.7281582019504027,30.063794912915817,15.28247821421412
Barnet,2009,75.97107240861813,12.271960998065516,7.847809177368005,4.516683100607525,4.392344193228445,345829.0,0.8906135691338783,2.8077460247694663,0.9195295941057576,28.28276402499501,14.041621726344525
Barnet,2010,73.13096477899373,13.131761505585622,7.651420734240464,3.616569636749584,4.131596469363017,351438.0,0.7881902355465259,2.7430158377864657,0.8621719905075717,27.600885504697843,12.605352864516645
Barnet,2011,73.50547354407084,13.743993645430695,6.6062907998590354,3.0038765110281984,5.28894830759248,357538.0,0.7188047144639171,3.3562866045007795,0.8306809346139432,28.33824656400159,11.6183454625802
Barnet,2012,69.6897427161525,13.204892899141655,5.423732539098133,2.577234610777127,3.967512556462869,363956.0,0.8077899526316368,2.9481585686181844,0.8242754618690171,28.734242600753934,11.201903526799944
Barnet,2013,61.56797294954049,10.756242413733313,5.323933587653894,3.05889110456043,0.1219221432287151,369088.0,0.8724206693254725,1.9236604820530605,0.9645396219871684,26.19971388937056,12.346649037627882
Barnet,2014,61.85935478708507,9.788885480708961,5.579931451128921,2.4138804795753703,0.09068722243708574,374915.0,1.0002267180560929,1.4376592027526238,1.14425936545617,24.186815678220402,16.21700918874945
Barnet,2015,65.78507259850772,10.213568401673992,5.941673624078527,2.2281276090294475,0.14222091121464558,379691.0,1.1298661279830178,1.6381741995464734,1.2694533186196144,24.351380464640986,18.870607941721033
Barnet,2016,55.81442332348226,6.915611409981794,4.781355304429359,1.8959653753208507,0.06993314908970351,386083.0,1.0230960700160328,0.9609332708251852,1.2018141176897197,22.088514645814506,16.877199980315112
Bexley,1999,95.0988236808947,13.570436590054172,20.18780638100231,1.7244709323179648,6.1575108756633465,217458.0,0.8461404041240147,1.328992265173045,0.7127813186914255,36.08053049324467,14.490154420623753
Bexley,2000,96.34367698898579,11.809781589908422,22.577120205562444,2.0163041738868035,5.792873896404943,218717.0,0.8961351883941349,1.9065733344916032,0.8641303602372015,35.80883058930033,14.671927650799892
Bexley,2001,96.91118455637992,10.9436498032063,26.175162394803362,1.9976503609027367,6.532362392974853,218757.0,0.8594010705943124,2.2902124274880347,1.014824668467752,31.83440987031272,15.263511567629836
Bexley,2002,90.14115359866376,10.683497396439444,20.823920811598963,2.3365872135741115,6.051395791404826,219123.0,0.7712563263555172,1.5470762996125464,0.930983967908435,30.772671056894985,16.223764734874933
Bexley,2003,92.46600247254743,10.11744600392699,22.012035488328124,2.18620463966257,6.231364991636973,220016.0,0.8862991782415824,1.7635081085012,0.7226747145662133,30.134172060213803,18.412297287470004
Bexley,2004,85.36690250184459,8.989801599695813,21.365490206729227,2.263293454102672,4.970192425209468,220917.0,0.8102590565687566,1.819687937098548,1.1542796615923627,25.303620816867877,18.690277343979872
Bexley,2005,89.98115930950442,10.638919740457123,21.05301023872369,2.302251440031296,4.838325291940771,222391.0,0.8723374596993584,2.1268846311226617,0.8948203839184139,27.591044601625065,19.66356552198605
Bexley,2006,76.12414905051952,9.29774274453601,18.05356503045504,2.490146900752418,3.7307416696524554,223280.0,0.9539591544249374,2.0064493013256897,0.8106413471873881,22.02167681834468,16.759226083840918
Bexley,2007,74.84028937117418,9.705063995548135,15.323316638842517,4.171396772398442,3.1786310517529217,224625.0,0.7434613244296049,1.745130773511408,0.6811352253756261,24.92153589315526,14.370617696160267
Bexley,2008,71.34726364647125,9.918288830453736,12.84347810740695,4.385577890334081,2.739883168910929,226652.0,0.7500485325521062,1.6589308719976001,0.6044508762331681,23.18973580643453,15.25686956214814
Bexley,2009,67.72417662374093,8.810147887756086,11.374295407326887,3.773899169829846,2.9367159625853616,228146.0,0.7714358349477966,1.257966389943282,0.7758189931009091,21.38104547088268,16.64285150736809
Bexley,2010,59.550693291607246,8.296093380896446,9.245332905669864,4.2173975233083825,2.5833185240409,230711.0,0.6761706203865443,1.3783478030956478,0.7585247344079823,19.123492161188672,13.272015638612812
Bexley,2011,52.27387938515471,6.499866823614321,7.187228814214647,4.025363657453152,2.8224801739025835,232774.0,0.6959540154828289,1.3618359438768937,0.7260261025715931,17.265674001391908,11.689449852646776
Bexley,2012,52.65269709012214,7.183987774841956,6.594926388669532,3.4191171762616803,1.8440182523658497,234271.0,0.8793235184892709,1.032991706186425,0.7598038169470399,18.807278749823922,12.131249706536448
Bexley,2013,50.011196221169726,7.533155602124325,5.9065347906729135,3.7433403608985705,0.046474880327183166,236687.0,0.9928724433534584,1.0858222040078247,1.0435723128012946,17.947753784534004,11.711669842450155
Bexley,2014,51.195464115231495,5.85746148875409,6.361911908782022,3.110082754882955,0.02501407041460822,239865.0,1.0797740395639213,0.8463093823609114,1.1589852625435142,17.70579284180685,15.050132366122613
Bexley,2015,52.217293984521476,4.526269709509296,6.648991087874057,2.903255114767368,0.04129808129114322,242142.0,1.5858463215798992,0.7020673819494346,1.2306828224760678,17.502126851186492,17.07675661388772
Bexley,2016,45.607942474260504,3.644386337636868,5.862886092498775,2.0101323745710085,0.044941983984311165,244760.0,1.0867788854387972,0.7640137277332898,1.2992319006373592,15.141362967805195,15.754208203954894
Brent,1999,127.74040880925949,17.517104146098795,16.410760726345185,3.7223846310459936,19.022960467430085,260317.0,1.3598804534471434,7.7367209978603,1.2945754599200203,39.90519251527945,20.770829411832498
Brent,2000,122.71603540357431,16.761969465360735,16.414727584970464,3.2082130253448833,15.531525410934346,264945.0,1.25309026401706,7.326048802581668,1.2795108418728416,39.14397327747268,21.79697673101965
Brent,2001,123.41814405459533,15.202878124768192,16.764334989985905,3.786811067428233,15.199169201097842,269620.0,1.2091091165343817,8.749350938357686,1.2387805058971886,40.171352273570214,21.096357836955715
Brent,2002,124.27048478717607,14.299424539872756,15.755675859947901,3.987090128246458,16.229976544348965,269871.0,1.1338750736462977,6.651326003905568,1.0634710658055146,41.81627518332833,23.333370388074304
Brent,2003,133.5591805398717,15.138471170939505,16.670207175680055,3.820022882868781,15.462707259534216,268323.0,1.2559489868553946,6.734420828628182,1.3938424957979751,45.612936647249775,27.47062309231784
Brent,2004,132.60290308755845,14.858292805634749,14.612331600424845,4.837237035794809,12.089365904559598,268335.0,1.6993683269048017,7.7664113887491375,1.1105521083719976,41.58607710511115,34.04326681200738
Brent,2005,129.69709048900305,14.409147446473188,13.3240323467644,11.419544620744894,7.060629883479308,270939.0,1.1847685272330672,8.691993400728578,1.177386791860899,41.96885645846482,30.46073101325391
Brent,2006,110.2117871712525,12.043225414460553,11.934727888204147,10.665306831004253,5.377860718108961,276504.0,1.3815351676648442,7.75395654312415,1.2151722940716951,37.35931487428753,22.48068744032636
Brent,2007,99.28937809109941,12.073159107998292,10.276305895726033,10.968217938172717,3.9784942440684414,283273.0,1.1508332950898956,7.713407207887798,1.2108460742817,30.984244880380412,20.933869447494107
Brent,2008,93.54728928398322,11.945644738244278,9.147441913228212,10.67029676762885,4.9020113371903165,290901.0,1.0381538736546112,5.771723026046661,0.9865899395326934,26.792620169748467,22.29280751870911
Brent,2009,97.43121851079106,12.511824177003733,9.221180874687203,9.985978706418264,5.1992835051892206,298118.0,1.2545367941553345,6.245848959136986,1.0499198304027264,28.428340455792675,23.534305208004884
Brent,2010,96.76329215676624,11.89362993585642,8.41904949390554,12.25125908427252,4.373574815033549,304785.0,1.4305165936643862,6.630903751825056,1.1188214643109078,27.37667536132027,23.268861656577588
Brent,2011,101.17696039968615,12.730387996605229,7.567775304648594,14.456596582811574,4.7526781853992865,312245.0,1.4603916796105625,7.068167624781822,1.0920911463754424,28.71142852567695,23.337443353776678
Brent,2012,86.63319138117332,11.777791902370813,6.607131507023453,11.609356130426493,3.731011250238352,314660.0,1.3633763427191254,4.620860611453633,1.2044746710735397,26.037627915845675,19.681561050022246
Brent,2013,77.14710777144586,8.99566291794846,6.452039941499822,10.732386908063948,0.10716627162237127,317264.0,1.4435927177366483,3.54279086186898,1.1536133945231732,24.51586060820011,20.203994149982353
Brent,2014,78.2542819910089,8.077640119465523,6.718376865090005,8.492277763575485,0.06235152543006965,320762.0,1.5463178306657266,2.659292559592471,1.5244947967652027,24.00845486684832,25.165075663576108
Brent,2015,80.63898867943163,8.3854918953619,6.613952569657915,5.7467007394787855,0.11727960692813845,324012.0,1.3518017851190698,2.9875436712220536,1.626482969766552,26.71814624149723,27.091589200399984
Brent,2016,70.78969334722501,6.76305543877607,5.867407556343562,5.212426962047684,0.08834621969572343,328254.0,1.4409573074509374,2.2421661274500844,1.5232106844090247,23.71334393487969,23.93877911617223
Bromley,1999,89.77219550901657,12.383774948966098,17.914425809251888,1.7802524228387735,6.8700788736597245,294902.0,0.725664797119043,1.7565157238675901,0.5628988613166408,36.84613871726879,10.932445354728012
Bromley,2000,88.52182569916393,11.049143801406622,19.60943663927237,1.5068553452730455,4.737282310195486,295317.0,0.839775563208349,2.319541374184351,0.6298316724062617,34.96243020212179,12.867528791095667
Bromley,2001,96.6787973722056,12.085693644545572,20.235097124415127,1.7082013922178936,5.78290313215267,296218.0,0.7933346386782708,3.0956930368849966,0.7832069624398247,39.2211141794219,12.973553261449338
Bromley,2002,102.05347391697114,12.121293836881632,20.13361737700055,1.8404411665565548,7.894346542262732,296668.0,0.8662882414011623,2.3662814998584283,0.8089851281567274,40.08521310016585,15.937007024687528
Bromley,2003,104.01240693954307,11.680285817132207,21.90053590712289,1.920922581100948,7.700511012504499,297253.0,0.8242137169347323,2.9032507661823432,0.7838440654930311,39.46469842188304,16.83414465118939
Bromley,2004,103.46544144604736,12.70067640519732,22.290090714312143,2.435193251420249,7.4569384508269225,297307.0,0.7668840626019571,2.4520108843720463,1.0359661898307138,34.94704127383479,19.380640213651212
Bromley,2005,102.8418180421547,13.111972774120721,20.84356140684855,2.544911679541515,6.54596704973933,299421.0,0.5777817855127062,3.009140975415886,0.9785552783538898,36.86448178317486,18.36544530944723
Bromley,2006,94.44350302196615,11.921731242710898,18.36106099420859,3.3093769001505167,4.405857198393158,300963.0,0.7675362087698488,3.704774341031954,0.8672162358828162,32.176712752065875,18.929237148752502
Bromley,2007,83.25485336637753,11.016935150764146,15.372160264353573,3.52912019826518,3.7339942172655927,302625.0,0.7203634861627427,2.56422965716646,0.8062783973564642,28.837670384138786,16.674101610904582
Bromley,2008,86.40250780409747,11.899609139319534,13.476823797906663,3.925001967419533,4.05616326958894,304968.0,0.7968049106791532,2.5904357178458066,0.7377823247029197,30.639280186773696,18.28060648986123
Bromley,2009,77.48172185948313,11.71951362552293,10.803977531897146,4.170413522565847,4.708005890709099,306924.0,1.0523777873349751,1.9418487964447224,0.9122779580612792,24.76834656136373,17.404960185583402
Bromley,2010,71.39940368161783,9.719341457091003,9.100337049520354,3.5033704952035265,4.9682395644283135,308560.0,0.7940108892921959,2.113041223749028,0.7810474462017112,24.721285973554572,15.698729582577133
Bromley,2011,70.52879692420642,11.025457730378614,8.346374543557642,3.4068149178564764,4.495192462502496,310554.0,0.6601106409835327,2.2604764388801946,0.8243332882526065,24.781519478093987,14.728517423700868
Bromley,2012,64.47668420181125,10.48605892318078,6.881376657453285,3.2735100434345106,1.7959724362811906,314036.0,0.8120088142760703,1.8787654918544368,0.761059241615611,25.532104599472675,13.055827994242696
Bromley,2013,61.16722606865704,9.644572647287346,6.439152057729027,3.453927190711516,0.04089349132900701,317899.0,0.8587633179091473,1.6955070635642138,0.9751524855378596,24.13345119047245,13.925806624116463
Bromley,2014,63.60223855975199,7.843674325661888,7.171359383462298,2.947603010476908,0.05291367600644925,321278.0,1.126750042019684,1.2045642714409328,1.2263522556788824,23.45943388591812,18.569587709086832
Bromley,2015,65.06555191976777,7.868077338644388,6.953828915492048,2.6442403888480164,0.09850488060900643,324857.0,1.2620937828028946,1.1143364618893852,1.2713286153599892,23.31179565162518,20.54134588449687
Bromley,2016,52.7487924035376,5.411622905634633,5.616585446435947,1.7131197440109638,0.0856559872005482,326889.0,1.0615224128067935,0.9850438528063042,1.1655332544074593,19.50203280012481,17.20767600011013
Camden,1999,241.04882554485985,27.32588432814219,23.983831834234195,8.82617642879323,25.404862028494293,190003.0,2.0631253190739094,8.657758035399441,1.5526070640989882,115.119234959448,28.11534554717557
Camden,2000,238.45157870054132,27.042319573439908,23.616789176955148,7.182399298581871,17.622110983106836,196174.0,1.768837868422931,9.715864487648721,1.6210099197651064,122.7277824788198,27.15446491380101
Camden,2001,262.1503008881012,28.913890219038638,25.043565832539358,6.491679296232852,19.795919374824127,202567.0,2.083261340692215,12.04046068708131,2.0536415112037005,138.7096614947153,27.018221131773693
Camden,2002,264.20292981389605,28.847096660325928,25.885905908654127,7.976585021473537,16.29145176788971,203972.0,1.9169297746749556,8.653148471358815,1.7306296942717627,144.38256231247425,28.518620202772933
Camden,2003,249.7674464147581,23.71067396476936,23.98484240210718,9.18464265081712,16.606773918748225,204254.0,2.2961606627042803,6.531083846583176,2.080742604795989,133.94596923438462,31.426557129848128
Camden,2004,219.1172995210788,20.116619481916267,19.547508693408442,7.461138896793206,15.28882372516772,207341.0,1.5674661547884885,6.342209210913423,2.58029043942105,109.28856328463742,36.92467963403283
