Year,Borough,IP,Volume
2000-07-01,Bromley,40.61565495,561
2000-07-01,Camden,34.38199155,310
2000-07-01,City of London,27.41630475,33
2000-07-01,Croydon,41.97618949,466
2000-07-01,EAST MIDLANDS,41.30558791,8508
2000-07-01,EAST OF ENGLAND,41.08206198,11555
2000-07-01,Ealing,38.04681472,532
2000-07-01,Enfield,39.49658133,514
2000-07-01,England,40.70033696,95400
2000-07-01,Greenwich,35.84182989,338
2000-07-01,Hackney,29.59348768,229
2000-07-01,Hammersmith & Fulham,33.35870445,263
2000-07-01,Haringey,33.12672288,381
2000-07-01,Harrow,40.10993642,345
2000-07-01,Havering,40.14311063,334
2000-07-01,Hillingdon,40.45677057,439
2000-07-01,Hounslow,42.31147233,326
2000-07-01,Inner London,31.9673223,5363
2000-07-01,Islington,32.62959211,285
2000-07-01,Kensington & Chelsea,29.27592875,312
2000-07-01,Kingston upon Thames,38.81635897,333
2000-07-01,LONDON,36.29865501,13278
2000-07-01,Lambeth,33.61403648,547
2000-07-01,Lewisham,31.83093931,472
2000-07-01,Merton,36.94669314,358
2000-07-01,NORTH EAST,43.03301089,4091
2000-07-01,NORTH WEST,39.91389255,12163
2000-07-01,Newham,34.47184016,382
2000-07-01,Outer London,38.41734877,7915
2000-07-01,Redbridge,38.93749926,472
2000-07-01,Richmond upon Thames,39.12797506,398
2000-07-01,SOUTH EAST,44.02408931,17194
2000-07-01,SOUTH WEST,42.8478921,10707
2000-07-01,Southwark,31.9484345,487
2000-07-01,Sutton,42.46177773,395
2000-07-01,Tower Hamlets,35.88920067,530
2000-07-01,WEST MIDLANDS,43.43006735,9127
2000-07-01,Waltham Forest,31.03939505,447
2000-07-01,Wandsworth,34.31940479,656
2000-07-01,Westminster,26.92233386,476
2000-07-01,YORKS & THE HUMBER,39.70421132,8777
2000-08-01,Barking & Dagenham,36.42019449,240
2000-08-01,Barnet,37.70545789,544
2000-08-01,Bexley,40.76223523,387
2000-08-01,Brent,34.08216251,386
2000-08-01,Bromley,41.12141795,616
2000-08-01,Camden,34.05422069,290
2000-08-01,City of London,28.32221272,22
2000-08-01,Croydon,41.86724934,439
2000-08-01,EAST MIDLANDS,41.68353665,8372
2000-08-01,EAST OF ENGLAND,41.6519866,11489
2000-08-01,Ealing,38.47370399,454
2000-08-01,Enfield,39.75323754,474
2000-08-01,England,41.16431869,94346
2000-08-01,Greenwich,36.34378174,340
2000-08-01,Hackney,30.31772285,222
2000-08-01,Hammersmith & Fulham,35.03036634,290
2000-08-01,Haringey,34.04284111,324
2000-08-01,Harrow,40.39714109,376
2000-08-01,Havering,40.1974099,355
2000-08-01,Hillingdon,41.00180357,469
2000-08-01,Hounslow,43.38562161,372
2000-08-01,Inner London,32.63059875,4970
2000-08-01,Islington,32.38024444,236
2000-08-01,Kensington & Chelsea,29.57118084,294
2000-08-01,Kingston upon Thames,39.36198625,272
2000-08-01,LONDON,36.56080331,12690
2000-08-01,Lambeth,34.31719447,537
2000-08-01,Lewisham,32.85343807,483
2000-08-01,Merton,37.48253504,345
2000-08-01,NORTH EAST,43.27717847,4113
2000-08-01,NORTH WEST,40.4296902,12447
2000-08-01,Newham,35.10408808,411
2000-08-01,Outer London,38.84179251,7720
2000-08-01,Redbridge,39.05386031,463
2000-08-01,Richmond upon Thames,39.93894018,330
2000-08-01,SOUTH EAST,44.83432412,16616
2000-08-01,SOUTH WEST,43.33843446,10564
2000-08-01,Southwark,33.32707177,431
2000-08-01,Sutton,42.50654425,405
2000-08-01,Tower Hamlets,35.77584528,350
2000-08-01,WEST MIDLANDS,44.00942955,9019
2000-08-01,Waltham Forest,31.41746897,453
2000-08-01,Wandsworth,35.4091579,648
2000-08-01,Westminster,27.37219843,432
2000-08-01,YORKS & THE HUMBER,39.78938636,9036
2000-09-01,Barking & Dagenham,37.15213654,223
2000-09-01,Barnet,38.0617273,535
2000-09-01,Bexley,41.32560305,343
2000-09-01,Brent,34.67451987,341
2000-09-01,Bromley,41.2630719,455
2000-09-01,Camden,33.62006268,266
2000-09-01,City of London,28.47833199,20
2000-09-01,Croydon,42.60453146,402
2000-09-01,EAST MIDLANDS,42.22032656,8209
2000-09-01,EAST OF ENGLAND,41.86522845,10526
2000-09-01,Ealing,38.51489206,396
2000-09-01,Enfield,39.87805316,483
2000-09-01,England,41.20654321,88148
2000-09-01,Greenwich,37.17141514,323
2000-09-01,Hackney,30.38412868,175
2000-09-01,Hammersmith & Fulham,35.20752935,288
2000-09-01,Haringey,33.59315903,336
2000-09-01,Harrow,40.2401451,332
2000-09-01,Havering,40.36280939,286
2000-09-01,Hillingdon,41.68251539,431
2000-09-01,Hounslow,43.01886438,350
2000-09-01,Inner London,32.85299028,4658
2000-09-01,Islington,32.28079158,246
2000-09-01,Kensington & Chelsea,30.25476333,306
2000-09-01,Kingston upon Thames,39.70238276,278
2000-09-01,LONDON,36.5687905,11521
2000-09-01,Lambeth,35.08804051,478
2000-09-01,Lewisham,33.05890701,406
2000-09-01,Merton,37.77772848,275
2000-09-01,NORTH EAST,42.19373441,4199
2000-09-01,NORTH WEST,40.36753858,11741
2000-09-01,Newham,35.19773899,378
2000-09-01,Outer London,39.22406458,6863
2000-09-01,Redbridge,40.09844397,392
2000-09-01,Richmond upon Thames,40.24000255,296
2000-09-01,SOUTH EAST,44.61645485,14783
2000-09-01,SOUTH WEST,43.52131559,9677
2000-09-01,Southwark,34.69766928,414
2000-09-01,Sutton,42.59698723,301
2000-09-01,Tower Hamlets,36.06756955,395
2000-09-01,WEST MIDLANDS,43.95811522,8790
2000-09-01,Waltham Forest,32.01492555,421
2000-09-01,Wandsworth,35.23581007,513
2000-09-01,Westminster,27.49996833,437
2000-09-01,YORKS & THE HUMBER,40.27722306,8702
2000-10-01,Barking & Dagenham,37.48872103,196
2000-10-01,Barnet,38.27681382,475
2000-10-01,Bexley,41.37146622,325
2000-10-01,Brent,35.33500702,316
2000-10-01,Bromley,41.24088859,456
2000-10-01,Camden,32.37834042,258
2000-10-01,City of London,31.27124444,19
2000-10-01,Croydon,43.16242691,396
2000-10-01,EAST MIDLANDS,41.62640565,7481
2000-10-01,EAST OF ENGLAND,41.37694221,9805
2000-10-01,Ealing,38.08148473,422
2000-10-01,Enfield,40.43797239,445
2000-10-01,England,41.04428697,83099
2000-10-01,Greenwich,36.5257675,315
2000-10-01,Hackney,30.06362659,185
2000-10-01,Hammersmith & Fulham,35.51880033,227
2000-10-01,Haringey,32.82408699,315
2000-10-01,Harrow,40.5167522,309
2000-10-01,Havering,40.86833216,293
2000-10-01,Hillingdon,41.71554255,389
2000-10-01,Hounslow,41.78787987,296
2000-10-01,Inner London,32.58569676,4475
2000-10-01,Islington,31.934047,201
2000-10-01,Kensington & Chelsea,28.26811149,336
2000-10-01,Kingston upon Thames,40.22323174,274
2000-10-01,LONDON,36.14915607,11068
2000-10-01,Lambeth,35.72663264,428
2000-10-01,Lewisham,33.46207251,389
2000-10-01,Merton,36.95384467,315
2000-10-01,NORTH EAST,42.25228896,4027
2000-10-01,NORTH WEST,40.60901632,11086
2000-10-01,Newham,34.8352054,404
2000-10-01,Outer London,39.34632714,6593
2000-10-01,Redbridge,40.37929053,391
2000-10-01,Richmond upon Thames,41.07741904,267
2000-10-01,SOUTH EAST,44.6934051,14105
2000-10-01,SOUTH WEST,43.50734931,9387
2000-10-01,Southwark,35.58943965,388
2000-10-01,Sutton,42.98814165,347
2000-10-01,Tower Hamlets,36.09869384,342
2000-10-01,WEST MIDLANDS,43.73894118,7744
2000-10-01,Waltham Forest,32.22818079,366
2000-10-01,Wandsworth,34.14898687,526
2000-10-01,Westminster,27.22857415,457
2000-10-01,YORKS & THE HUMBER,40.14037992,8396
2000-11-01,Barking & Dagenham,37.43602676,227
2000-11-01,Barnet,37.98362502,500
2000-11-01,Bexley,41.28434239,320
2000-11-01,Brent,35.12349477,311
2000-11-01,Bromley,41.10785469,502
2000-11-01,Camden,32.59966241,257
2000-11-01,City of London,41.0599543,18
2000-11-01,Croydon,43.3135625,461
2000-11-01,EAST MIDLANDS,42.04337124,7459
2000-11-01,EAST OF ENGLAND,41.66023071,10272
2000-11-01,Ealing,37.97842714,392
2000-11-01,Enfield,40.29459465,475
2000-11-01,England,41.18502573,83309
2000-11-01,Greenwich,36.52291079,334
2000-11-01,Hackney,29.61652837,200
2000-11-01,Hammersmith & Fulham,35.03640966,240
2000-11-01,Haringey,33.01988318,269
2000-11-01,Harrow,40.67769417,282
2000-11-01,Havering,41.43640694,292
2000-11-01,Hillingdon,41.98250484,371
2000-11-01,Hounslow,40.95944682,281
2000-11-01,Inner London,32.77691194,4605
2000-11-01,Islington,32.77688168,240
2000-11-01,Kensington & Chelsea,29.45306291,317
2000-11-01,Kingston upon Thames,40.08710467,269
2000-11-01,LONDON,36.65564355,11301
2000-11-01,Lambeth,36.58706297,410
2000-11-01,Lewisham,33.46977365,398
2000-11-01,Merton,36.60552879,320
2000-11-01,NORTH EAST,41.84535658,3769
2000-11-01,NORTH WEST,40.74710341,10842
2000-11-01,Newham,35.0979542,406
2000-11-01,Outer London,39.25419657,6696
2000-11-01,Redbridge,40.43013298,369
2000-11-01,Richmond upon Thames,40.71686554,247
2000-11-01,SOUTH EAST,44.52714004,14326
2000-11-01,SOUTH WEST,43.49173332,9289
2000-11-01,Southwark,35.16999377,390
2000-11-01,Sutton,43.17546635,327
2000-11-01,Tower Hamlets,36.9087882,357
2000-11-01,WEST MIDLANDS,44.48741034,7871
2000-11-01,Waltham Forest,31.9748552,416
2000-11-01,Wandsworth,33.61024311,557
2000-11-01,Westminster,26.9083416,546
2000-11-01,YORKS & THE HUMBER,39.66722293,8180
2000-12-01,Barking & Dagenham,37.13646684,285
2000-12-01,Barnet,37.99893572,553
2000-12-01,Bexley,41.67478831,380
2000-12-01,Brent,35.11781528,384
2000-12-01,Bromley,41.04266089,485
2000-12-01,Camden,32.87180887,289
2000-12-01,City of London,40.16659653,33
2000-12-01,Croydon,43.5473385,524
2000-12-01,EAST MIDLANDS,42.45272672,8249
2000-12-01,EAST OF ENGLAND,42.1399391,10996
2000-12-01,Ealing,38.15436898,388
2000-12-01,Enfield,40.31045686,473
2000-12-01,England,41.50281096,90823
2000-12-01,Greenwich,36.08860897,306
2000-12-01,Hackney,29.33966638,243
2000-12-01,Hammersmith & Fulham,35.78902555,255
2000-12-01,Haringey,32.84560741,308
2000-12-01,Harrow,40.96690308,275
2000-12-01,Havering,41.89237098,321
2000-12-01,Hillingdon,41.67562233,393
2000-12-01,Hounslow,41.10906167,309
2000-12-01,Inner London,32.83737798,4860
2000-12-01,Islington,33.39708247,200
2000-12-01,Kensington & Chelsea,29.90155169,333
2000-12-01,Kingston upon Thames,40.19713828,317
2000-12-01,LONDON,36.6101475,11983
2000-12-01,Lambeth,36.42763849,431
2000-12-01,Lewisham,32.99368845,416
2000-12-01,Merton,36.32076816,282
2000-12-01,NORTH EAST,42.98698988,4389
2000-12-01,NORTH WEST,41.22214902,11698
2000-12-01,Newham,35.83787856,424
2000-12-01,Outer London,39.23112929,7123
2000-12-01,Redbridge,40.29249579,428
2000-12-01,Richmond upon Thames,40.28152488,282
2000-12-01,SOUTH EAST,44.92507635,15570
2000-12-01,SOUTH WEST,43.22460301,10321
2000-12-01,Southwark,34.27699056,406
2000-12-01,Sutton,42.90597192,377
2000-12-01,Tower Hamlets,36.32528427,429
2000-12-01,WEST MIDLANDS,44.89061096,8656
2000-12-01,Waltham Forest,31.90121331,361
2000-12-01,Wandsworth,33.8805896,615
2000-12-01,Westminster,27.52393852,478
2000-12-01,YORKS & THE HUMBER,40.17709054,8961
2001-01-01,Barking & Dagenham,37.41689084,215
2001-01-01,Barnet,38.03236996,450
2001-01-01,Bexley,42.48083391,369
2001-01-01,Brent,35.06520388,306
2001-01-01,Bromley,41.19970469,407
2001-01-01,Camden,34.49486867,275
2001-01-01,City of London,36.27335232,24
2001-01-01,Croydon,44.14905384,352
2001-01-01,EAST MIDLANDS,42.77058791,5592
2001-01-01,EAST OF ENGLAND,42.32928552,7894
2001-01-01,Ealing,38.67356112,377
2001-01-01,Enfield,39.81776701,425
2001-01-01,England,41.59448135,64870
2001-01-01,Greenwich,36.27786514,269
2001-01-01,Hackney,29.63454035,227
2001-01-01,Hammersmith & Fulham,35.46362766,253
2001-01-01,Haringey,33.86530009,323
2001-01-01,Harrow,40.99065469,240
2001-01-01,Havering,41.65665302,257
2001-01-01,Hillingdon,41.8175272,297
2001-01-01,Hounslow,42.68929112,321
2001-01-01,Inner London,33.42208825,4306
2001-01-01,Islington,33.20149673,213
2001-01-01,Kensington & Chelsea,31.04554902,276
2001-01-01,Kingston upon Thames,40.10583571,216
2001-01-01,LONDON,37.12156055,10315
2001-01-01,Lambeth,36.45415737,419
2001-01-01,Lewisham,33.09468098,334
2001-01-01,Merton,36.85709661,295
2001-01-01,NORTH EAST,42.53894581,2668
2001-01-01,NORTH WEST,41.11028691,7914
2001-01-01,Newham,36.52133202,360
2001-01-01,Outer London,39.34942013,6009
2001-01-01,Redbridge,40.44840555,318
2001-01-01,Richmond upon Thames,38.82720496,261
2001-01-01,SOUTH EAST,44.8060001,11592
2001-01-01,SOUTH WEST,43.26416336,7178
2001-01-01,Southwark,34.63848988,334
2001-01-01,Sutton,42.43634422,280
2001-01-01,Tower Hamlets,36.87183758,322
2001-01-01,WEST MIDLANDS,44.78436314,5867
2001-01-01,Waltham Forest,31.91587822,354
2001-01-01,Wandsworth,34.76508334,528
2001-01-01,Westminster,28.93222145,418
2001-01-01,YORKS & THE HUMBER,40.3959156,5850
2001-02-01,Barking & Dagenham,37.83606832,238
2001-02-01,Barnet,38.60317118,388
2001-02-01,Bexley,42.57445328,331
2001-02-01,Brent,35.49171754,297
2001-02-01,Bromley,41.32875165,410
2001-02-01,Camden,34.78987605,210
2001-02-01,City of London,25.28333163,37
2001-02-01,Croydon,44.58230813,407
2001-02-01,EAST MIDLANDS,42.68758849,5943
2001-02-01,EAST OF ENGLAND,42.33869406,8451
2001-02-01,Ealing,39.0394945,354
2001-02-01,Enfield,40.3641155,411
2001-02-01,England,41.52963183,67134
2001-02-01,Greenwich,36.86565215,267
2001-02-01,Hackney,30.159449,180
2001-02-01,Hammersmith & Fulham,35.82015661,222
2001-02-01,Haringey,33.95235048,253
2001-02-01,Harrow,40.95866882,272
2001-02-01,Havering,42.24381993,302
2001-02-01,Hillingdon,41.8647913,274
2001-02-01,Hounslow,43.72934445,273
2001-02-01,Inner London,33.3674022,3979
2001-02-01,Islington,32.825059,212
2001-02-01,Kensington & Chelsea,30.06696029,277
2001-02-01,Kingston upon Thames,40.2286274,227
2001-02-01,LONDON,37.17941822,9963
2001-02-01,Lambeth,35.26313412,340
2001-02-01,Lewisham,33.4221716,352
2001-02-01,Merton,37.15691534,273
2001-02-01,NORTH EAST,41.86276299,2821
2001-02-01,NORTH WEST,40.70832683,8211
2001-02-01,Newham,36.76963488,345
2001-02-01,Outer London,39.69019919,5984
2001-02-01,Redbridge,40.78774303,397
2001-02-01,Richmond upon Thames,38.87546538,261
2001-02-01,SOUTH EAST,45.00613604,11954
2001-02-01,SOUTH WEST,43.55427806,7604
2001-02-01,Southwark,34.65174872,323
2001-02-01,Sutton,42.24674186,270
2001-02-01,Tower Hamlets,36.65366455,385
2001-02-01,WEST MIDLANDS,44.98555536,6124
2001-02-01,Waltham Forest,32.32207093,332
2001-02-01,Wandsworth,35.39471646,476
2001-02-01,Westminster,29.07737583,367
2001-02-01,YORKS & THE HUMBER,39.71245165,6063
2001-03-01,Barking & Dagenham,38.19594242,274
2001-03-01,Barnet,38.62872405,537
2001-03-01,Bexley,42.98168653,379
2001-03-01,Brent,35.61408432,363
2001-03-01,Bromley,41.55302026,550
2001-03-01,Camden,35.47495652,263
2001-03-01,City of London,24.12161438,44
2001-03-01,Croydon,44.22618379,500
2001-03-01,EAST MIDLANDS,42.90286886,8005
2001-03-01,EAST OF ENGLAND,42.93450876,10853
2001-03-01,Ealing,39.72710251,476
2001-03-01,Enfield,40.57529529,506
2001-03-01,England,42.0209553,90226
2001-03-01,Greenwich,37.72651741,386
2001-03-01,Hackney,31.37282338,287
2001-03-01,Hammersmith & Fulham,35.74413622,271
2001-03-01,Haringey,34.43350902,312
2001-03-01,Harrow,41.3543371,343
2001-03-01,Havering,42.30211328,338
2001-03-01,Hillingdon,42.04713459,345
2001-03-01,Hounslow,44.15137969,364
2001-03-01,Inner London,33.7336041,5198
2001-03-01,Islington,33.51694823,248
2001-03-01,Kensington & Chelsea,30.92840194,394
2001-03-01,Kingston upon Thames,39.79416595,290
2001-03-01,LONDON,37.46861315,12882
2001-03-01,Lambeth,35.34283006,497
2001-03-01,Lewisham,33.72138064,431
2001-03-01,Merton,38.03760847,377
2001-03-01,NORTH EAST,42.32586643,4154
2001-03-01,NORTH WEST,40.94185442,11426
2001-03-01,Newham,36.59059868,436
2001-03-01,Outer London,39.91108867,7684
2001-03-01,Redbridge,40.93541157,473
2001-03-01,Richmond upon Thames,38.66313332,345
2001-03-01,SOUTH EAST,45.59954755,15488
2001-03-01,SOUTH WEST,44.47358701,10693
2001-03-01,Southwark,35.04334061,437
2001-03-01,Sutton,42.51316337,411
2001-03-01,Tower Hamlets,38.01124207,425
2001-03-01,WEST MIDLANDS,45.80764395,8282
2001-03-01,Waltham Forest,32.34707668,427
2001-03-01,Wandsworth,35.49867035,656
2001-03-01,Westminster,28.87245247,497
2001-03-01,YORKS & THE HUMBER,40.10611052,8443
2001-04-01,Barking & Dagenham,38.15388943,241
2001-04-01,Barnet,38.75596993,527
2001-04-01,Bexley,42.72325871,328
2001-04-01,Brent,35.90887046,399
2001-04-01,Bromley,42.07613734,547
2001-04-01,Camden,34.94073709,267
2001-04-01,City of London,26.22213376,38
2001-04-01,Croydon,43.28617673,501
2001-04-01,EAST MIDLANDS,44.23417858,7885
2001-04-01,EAST OF ENGLAND,43.69032178,10898
2001-04-01,Ealing,40.13473626,456
2001-04-01,Enfield,41.32636388,466
2001-04-01,England,43.10411507,88556
2001-04-01,Greenwich,38.67393212,281
2001-04-01,Hackney,32.02698415,262
2001-04-01,Hammersmith & Fulham,36.42885029,306
2001-04-01,Haringey,34.58304739,340
2001-04-01,Harrow,41.81757059,308
2001-04-01,Havering,43.02293772,377
2001-04-01,Hillingdon,42.02762113,312
2001-04-01,Hounslow,44.08672845,357
2001-04-01,Inner London,34.00598103,4955
2001-04-01,Islington,34.62983993,253
2001-04-01,Kensington & Chelsea,31.82804802,335
2001-04-01,Kingston upon Thames,40.21149465,321
2001-04-01,LONDON,37.94624499,12330
2001-04-01,Lambeth,35.64408278,459
2001-04-01,Lewisham,33.56293786,387
2001-04-01,Merton,38.19810812,355
2001-04-01,NORTH EAST,44.15928605,4007
2001-04-01,NORTH WEST,42.2664578,10777
2001-04-01,Newham,37.045674,384
2001-04-01,Outer London,40.18902817,7375
2001-04-01,Redbridge,41.36537652,434
2001-04-01,Richmond upon Thames,38.93485212,354
2001-04-01,SOUTH EAST,46.7262287,16149
2001-04-01,SOUTH WEST,45.94080959,10669
2001-04-01,Southwark,34.94230538,383
2001-04-01,Sutton,43.04563165,408
2001-04-01,Tower Hamlets,38.58950265,392
2001-04-01,WEST MIDLANDS,46.9083996,7752
2001-04-01,Waltham Forest,32.80785673,403
2001-04-01,Wandsworth,35.91875092,649
2001-04-01,Westminster,28.33694345,500
2001-04-01,YORKS & THE HUMBER,41.24422753,8089
2001-05-01,Barking & Dagenham,38.68039585,283
2001-05-01,Barnet,38.71751513,613
2001-05-01,Bexley,42.93288011,422
2001-05-01,Brent,36.59171607,345
2001-05-01,Bromley,42.53637281,711
2001-05-01,Camden,35.05632128,308
2001-05-01,City of London,28.51452862,30
2001-05-01,Croydon,43.6252583,526
2001-05-01,EAST MIDLANDS,44.92628726,8894
2001-05-01,EAST OF ENGLAND,44.57924323,12143
2001-05-01,Ealing,40.6968263,516
2001-05-01,Enfield,41.74628676,615
2001-05-01,England,43.73509866,99478
2001-05-01,Greenwich,39.10283257,431
2001-05-01,Hackney,32.65746152,284
2001-05-01,Hammersmith & Fulham,36.41441328,305
2001-05-01,Haringey,35.52545116,385
2001-05-01,Harrow,42.40455473,335
2001-05-01,Havering,43.20023907,395
2001-05-01,Hillingdon,42.32218222,358
2001-05-01,Hounslow,45.00089545,382
2001-05-01,Inner London,34.89942724,5514
2001-05-01,Islington,35.97387491,250
2001-05-01,Kensington & Chelsea,31.80939083,364
2001-05-01,Kingston upon Thames,40.68466262,325
2001-05-01,LONDON,39.01128606,13965
2001-05-01,Lambeth,37.26747835,492
2001-05-01,Lewisham,34.21651521,454
2001-05-01,Merton,38.30860259,416
2001-05-01,NORTH EAST,44.73693522,4362
2001-05-01,NORTH WEST,42.4093957,11978
2001-05-01,Newham,37.7054512,445
2001-05-01,Outer London,40.60249752,8451
2001-05-01,Redbridge,42.05485179,529
2001-05-01,Richmond upon Thames,38.79863783,405
2001-05-01,SOUTH EAST,47.22939082,18174
2001-05-01,SOUTH WEST,46.27457647,11489
2001-05-01,Southwark,36.64016526,449
2001-05-01,Sutton,43.79962539,408
2001-05-01,Tower Hamlets,39.52299064,449
2001-05-01,WEST MIDLANDS,47.56071831,9202
2001-05-01,Waltham Forest,33.37701335,436
2001-05-01,Wandsworth,37.03872572,789
2001-05-01,Westminster,29.39078293,510
2001-05-01,YORKS & THE HUMBER,42.05228629,9271
2001-06-01,Barking & Dagenham,39.41129508,292
2001-06-01,Barnet,39.2720241,659
2001-06-01,Bexley,43.4673381,442
2001-06-01,Brent,36.86076259,425
2001-06-01,Bromley,42.93836444,656
2001-06-01,Camden,35.27988898,352
2001-06-01,City of London,30.93598303,36
2001-06-01,Croydon,44.67214359,665
2001-06-01,EAST MIDLANDS,45.57408008,10185
2001-06-01,EAST OF ENGLAND,45.10734845,13921
2001-06-01,Ealing,40.89758251,594
2001-06-01,Enfield,42.6841468,700
2001-06-01,England,44.35675384,113447
2001-06-01,Greenwich,39.21194491,474
2001-06-01,Hackney,32.99586431,315
2001-06-01,Hammersmith & Fulham,37.29833335,357
2001-06-01,Haringey,36.53540066,404
2001-06-01,Harrow,43.21393248,408
2001-06-01,Havering,44.16653184,404
2001-06-01,Hillingdon,43.19046495,460
2001-06-01,Hounslow,45.20809034,439
2001-06-01,Inner London,35.5655513,6124
2001-06-01,Islington,36.42667545,293
2001-06-01,Kensington & Chelsea,32.23883193,341
2001-06-01,Kingston upon Thames,41.58707147,405
2001-06-01,LONDON,39.40950287,15564
2001-06-01,Lambeth,37.87336219,581
2001-06-01,Lewisham,35.00370828,504
2001-06-01,Merton,38.82452977,451
2001-06-01,NORTH EAST,44.61272171,5178
2001-06-01,NORTH WEST,43.57194155,13370
2001-06-01,Newham,38.3412962,562
2001-06-01,Outer London,41.2389023,9440
2001-06-01,Redbridge,43.02146085,526
2001-06-01,Richmond upon Thames,39.61650187,467
2001-06-01,SOUTH EAST,48.21373363,20497
2001-06-01,SOUTH WEST,46.86370956,13232
2001-06-01,Southwark,38.12416065,554
2001-06-01,Sutton,44.14014416,460
2001-06-01,Tower Hamlets,40.08705824,510
2001-06-01,WEST MIDLANDS,47.90643263,10469
2001-06-01,Waltham Forest,34.29772011,513
2001-06-01,Wandsworth,37.52336949,799
2001-06-01,Westminster,29.95088259,516
2001-06-01,YORKS & THE HUMBER,42.48096937,11031
2001-07-01,Barking & Dagenham,40.52982606,289
2001-07-01,Barnet,39.86729985,693
2001-07-01,Bexley,44.67521322,506
2001-07-01,Brent,37.29930762,457
2001-07-01,Bromley,43.38572423,794
2001-07-01,Camden,36.43927612,333
2001-07-01,City of London,29.43852983,40
2001-07-01,Croydon,46.01398031,754
2001-07-01,EAST MIDLANDS,46.07068834,10046
2001-07-01,EAST OF ENGLAND,46.06685418,14141
2001-07-01,Ealing,41.15929411,575
2001-07-01,Enfield,43.1492077,698
2001-07-01,England,45.07169075,113200
2001-07-01,Greenwich,39.59891691,424
2001-07-01,Hackney,33.18120456,292
2001-07-01,Hammersmith & Fulham,37.85128796,354
2001-07-01,Haringey,36.93205025,456
2001-07-01,Harrow,44.02376081,426
2001-07-01,Havering,44.84472213,410
2001-07-01,Hillingdon,44.15246974,441
2001-07-01,Hounslow,46.30268832,436
2001-07-01,Inner London,36.10173366,6302
2001-07-01,Islington,37.00638498,384
2001-07-01,Kensington & Chelsea,33.08475396,424
2001-07-01,Kingston upon Thames,42.30095187,345
2001-07-01,LONDON,39.99585407,16048
2001-07-01,Lambeth,38.32077992,623
2001-07-01,Lewisham,35.89836928,565
2001-07-01,Merton,39.75607497,441
2001-07-01,NORTH EAST,45.54016442,4856
2001-07-01,NORTH WEST,44.16612693,13607
2001-07-01,Newham,38.41166121,456
2001-07-01,Outer London,42.02903547,9746
2001-07-01,Redbridge,43.75920111,543
2001-07-01,Richmond upon Thames,41.63878198,542
2001-07-01,SOUTH EAST,48.99080056,20908
2001-07-01,SOUTH WEST,48.15756864,13071
2001-07-01,Southwark,38.16197062,495
2001-07-01,Sutton,44.94293876,479
2001-07-01,Tower Hamlets,40.74167112,496
2001-07-01,WEST MIDLANDS,48.18634784,10007
2001-07-01,Waltham Forest,34.93921532,493
2001-07-01,Wandsworth,37.97421923,798
2001-07-01,Westminster,31.09558623,586
2001-07-01,YORKS & THE HUMBER,43.04728224,10516
2001-08-01,Barking & Dagenham,41.10584618,321
2001-08-01,Barnet,40.68005801,753
2001-08-01,Bexley,45.58224912,538
2001-08-01,Brent,38.02676156,491
2001-08-01,Bromley,44.21255033,830
2001-08-01,Camden,37.26950013,389
2001-08-01,City of London,29.5574855,30
2001-08-01,Croydon,46.93530865,753
2001-08-01,EAST MIDLANDS,46.97526621,11282
2001-08-01,EAST OF ENGLAND,47.34506748,15547
2001-08-01,Ealing,42.1177151,678
2001-08-01,Enfield,44.00225346,750
2001-08-01,England,46.00868438,124849
2001-08-01,Greenwich,40.0557748,477
2001-08-01,Hackney,33.56159349,322
2001-08-01,Hammersmith & Fulham,38.73825403,415
2001-08-01,Haringey,37.47677833,484
2001-08-01,Harrow,44.85020826,454
2001-08-01,Havering,45.60421735,561
2001-08-01,Hillingdon,45.00431995,488
2001-08-01,Hounslow,47.08463488,475
2001-08-01,Inner London,36.49667808,6594
2001-08-01,Islington,37.11657321,338
2001-08-01,Kensington & Chelsea,34.34163036,367
2001-08-01,Kingston upon Thames,42.66987656,428
2001-08-01,LONDON,40.86617908,17306
2001-08-01,Lambeth,38.51905517,694
2001-08-01,Lewisham,36.52545646,637
2001-08-01,Merton,40.55138492,510
2001-08-01,NORTH EAST,47.30900994,5348
2001-08-01,NORTH WEST,44.63781613,15296
2001-08-01,Newham,39.2890978,494
2001-08-01,Outer London,42.80647485,10712
2001-08-01,Redbridge,44.36883862,610
2001-08-01,Richmond upon Thames,42.67192852,556
2001-08-01,SOUTH EAST,49.74288893,22886
2001-08-01,SOUTH WEST,49.07270538,14055
2001-08-01,Southwark,37.35759757,544
2001-08-01,Sutton,45.30359857,486
2001-08-01,Tower Hamlets,41.17878555,482
2001-08-01,WEST MIDLANDS,49.56191819,11534
2001-08-01,Waltham Forest,35.94490059,553
2001-08-01,Wandsworth,37.83565013,832
2001-08-01,Westminster,31.728141,566
2001-08-01,YORKS & THE HUMBER,43.94972051,11595
2001-09-01,Barking & Dagenham,42.08202109,251
2001-09-01,Barnet,41.38735188,569
2001-09-01,Bexley,46.31843864,435
2001-09-01,Brent,38.57221461,408
2001-09-01,Bromley,44.81258118,665
2001-09-01,Camden,37.39087864,350
2001-09-01,City of London,29.32440418,30
2001-09-01,Croydon,47.48878809,549
2001-09-01,EAST MIDLANDS,47.26831202,8922
2001-09-01,EAST OF ENGLAND,47.54533553,12299
2001-09-01,Ealing,43.08073365,546
2001-09-01,Enfield,44.66517745,646
